product_id,name,price,category,description,condition,location,payment_Method,contact_info,is_sold,created_at,update_at,photos,seller_id
321,Classic Pesto Sauce,541.57,Food - Sauces,"Fresh basil pesto, perfect for pasta or as a sandwich spread.",new,City-Vista,credit_card,t.user123,true,10/12/2024,5/1/2022,"[{""item"":""http://dummyimage.com/181x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/187x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/218x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/153x100.png/cc0000/ffffff""}]",321
322,Striped Long Sleeve Shirt,1192.96,Clothing - Shirts,A casual striped long sleeve shirt that's perfect for layering.,used,Isabella,paypal,(555) 123-9876,true,11/27/2022,3/28/2022,"[{""item"":""http://dummyimage.com/212x100.png/ff4444/ffffff""}]",322
323,Maple Almond Yogurt,6272.1,Food - Dairy,Creamy yogurt made with maple and almond flavors.,used,Isabella,credit_card,t.user123,true,10/31/2020,11/13/2024,"[{""item"":""http://dummyimage.com/245x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/237x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/219x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/102x100.png/cc0000/ffffff""}]",323
324,Gingerbread House Kit,5316.06,Food - Baking,Everything you need to build a festive gingerbread house.,used,Murchison,cash,t.user123,false,6/10/2023,10/23/2020,"[{""item"":""http://dummyimage.com/224x100.png/cc0000/ffffff""}]",324
325,Zucchini Noodle Pasta,2251.89,Food - Vegetables,"Low-carb zucchini noodles, perfect for a healthy alternative to pasta.",new,Isabella,credit_card,t.user123,true,6/2/2020,9/17/2020,[],325
326,Pet Grooming Scissors,4307.02,Pets,Quality scissors designed for easy pet grooming.,used,Isabella,paypal,t.user123,false,9/28/2020,11/29/2024,[],326
327,Portable Charger with Solar Panel,4227.3,Electronics,Eco-friendly charger with a built-in solar panel for outdoor use.,new,Murchison,credit_card,t.user123,true,4/6/2025,6/23/2024,"[{""item"":""http://dummyimage.com/185x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/136x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/144x100.png/ff4444/ffffff""}]",327
328,Snack Container Set,9028.41,Kitchen,Stackable containers for organizing snacks and treats.,new,City-Vista,paypal,name@email.com,false,5/11/2022,5/24/2025,"[{""item"":""http://dummyimage.com/172x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/175x100.png/5fa2dd/ffffff""}]",328
329,Robot Vacuum Cleaner,5992.65,Home Appliances,Smart robotic vacuum for automatic cleaning.,new,Isabella,cash,name@email.com,true,12/20/2021,7/13/2020,"[{""item"":""http://dummyimage.com/249x100.png/dddddd/000000""}]",329
330,Free-Range Eggs,3558.2,Food - Dairy,Fresh eggs from free-range chickens.,used,Isabella,paypal,(555) 123-9876,false,5/13/2022,1/22/2022,"[{""item"":""http://dummyimage.com/250x100.png/cc0000/ffffff""}]",330
331,Athletic Jogging Jacket,7925.47,Clothing - Outerwear,Designed for comfort and performance during workouts.,new,Myrtle,credit_card,(555) 123-9876,true,4/26/2024,7/16/2025,[],331
332,Weighted Blanket for Adults,9699.53,Health,A calming blanket that provides gentle pressure for relaxation.,used,City-Vista,credit_card,name@email.com,false,4/15/2024,12/23/2023,"[{""item"":""http://dummyimage.com/154x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/147x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/182x100.png/dddddd/000000""}]",332
333,Rechargeable Electric Toothbrush,9679.32,Health,Advanced electric toothbrush for effective cleaning.,used,Murchison,credit_card,name@email.com,true,11/15/2020,1/15/2024,"[{""item"":""http://dummyimage.com/228x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/142x100.png/ff4444/ffffff""}]",333
334,Non-Stick Baking Sheet,7031.01,Kitchen,Durable baking sheet coated for easy food release.,new,Murchison,paypal,(555) 123-9876,true,3/13/2024,10/21/2020,[],334
335,Kids' STEM Robotics Kit,4470.03,Toys,Educational robotics kit for building and programming.,new,Murchison,paypal,name@email.com,false,7/24/2021,4/19/2022,"[{""item"":""http://dummyimage.com/218x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/150x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/202x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/232x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/225x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/118x100.png/ff4444/ffffff""}]",335
336,Spaghetti Squash,8340.39,Food - Produce,Low-carb vegetable for pasta alternatives.,new,Isabella,paypal,name@email.com,true,8/10/2023,12/23/2021,"[{""item"":""http://dummyimage.com/180x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/146x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/112x100.png/5fa2dd/ffffff""}]",336
337,Frozen Mixed Berries,5056.74,Food - Frozen Foods,"A mix of strawberries, blueberries, and raspberries.",used,Murchison,paypal,(555) 123-9876,true,3/25/2023,10/2/2025,"[{""item"":""http://dummyimage.com/166x100.png/dddddd/000000""}]",337
338,Adjustable Resistance Bands,3366.67,Fitness,Set of resistance bands for versatile strength training workouts.,used,City-Vista,credit_card,name@email.com,false,5/11/2021,3/10/2024,"[{""item"":""http://dummyimage.com/104x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/247x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/151x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/223x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/119x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/236x100.png/5fa2dd/ffffff""}]",338
339,Plant-Based Cookbook,9450.2,Books,Delicious recipes focusing on plant-based ingredients.,used,Myrtle,paypal,name@email.com,true,7/6/2023,2/26/2021,"[{""item"":""http://dummyimage.com/119x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/246x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/193x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/105x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/200x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/105x100.png/dddddd/000000""}]",339
340,Comfy Slippers,4872.47,Footwear,Soft and cozy slippers for indoor wear.,new,City-Vista,cash,t.user123,false,6/15/2025,7/5/2021,"[{""item"":""http://dummyimage.com/125x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/222x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/247x100.png/ff4444/ffffff""}]",340
341,Travel Luggage Scale,8151.24,Travel,Digital scale to avoid overweight baggage fees.,new,Myrtle,paypal,t.user123,false,12/4/2023,10/19/2020,"[{""item"":""http://dummyimage.com/198x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/219x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/151x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/126x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/173x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/232x100.png/5fa2dd/ffffff""}]",341
342,Canvas High-Top Sneakers,4366.06,Clothing - Footwear,Trendy high-top canvas sneakers for a stylish streetwear look.,new,City-Vista,paypal,(555) 123-9876,false,10/28/2020,8/15/2022,"[{""item"":""http://dummyimage.com/206x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/178x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/142x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/194x100.png/5fa2dd/ffffff""}]",342
343,Electric Wax Warmer,3906.48,Home,Wax warmer for creating a soothing atmosphere with fragrances.,used,Isabella,cash,name@email.com,true,12/20/2020,4/27/2024,"[{""item"":""http://dummyimage.com/184x100.png/cc0000/ffffff""}]",343
344,Herbal Tea Set,7158.51,Food,Assorted herbal tea bags for relaxation and wellness.,new,Myrtle,paypal,(555) 123-9876,true,5/7/2022,4/27/2022,"[{""item"":""http://dummyimage.com/107x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/179x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/161x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/159x100.png/5fa2dd/ffffff""}]",344
345,Chipotle Seasoning Blend,348.21,Food - Spices,A smoky blend of spices for grilling and roasting.,new,Isabella,cash,name@email.com,true,1/25/2025,12/29/2020,"[{""item"":""http://dummyimage.com/134x100.png/cc0000/ffffff""}]",345
346,Mango Chilli Sauce,9996.94,Food - Condiments,A sweet and spicy sauce for dipping or glazing.,used,Isabella,paypal,name@email.com,false,2/2/2025,5/12/2022,"[{""item"":""http://dummyimage.com/202x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/133x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/156x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/112x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/121x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/207x100.png/dddddd/000000""}]",346
347,Stuffed Grape Leaves,2748.58,Food - Prepared Foods,"Grape leaves stuffed with rice and herbs, ready to eat.",new,City-Vista,paypal,t.user123,true,7/31/2025,12/19/2020,"[{""item"":""http://dummyimage.com/166x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/171x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/187x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/128x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/218x100.png/5fa2dd/ffffff""}]",347
348,Wireless Induction Charger,9496.54,Electronics,Qi-certified charger for fast wireless charging of smartphones.,new,Isabella,credit_card,name@email.com,false,11/16/2022,7/13/2022,"[{""item"":""http://dummyimage.com/167x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/151x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/239x100.png/ff4444/ffffff""}]",348
349,Gaming Mousepad,5501.63,Gaming,Oversized gaming mousepad with smooth surface.,used,City-Vista,credit_card,t.user123,true,9/15/2024,3/17/2023,[],349
350,Portable Speaker Stand,1726.51,Audio,Adjustable stand for portable speakers and devices.,new,Myrtle,credit_card,name@email.com,true,10/2/2025,6/7/2023,"[{""item"":""http://dummyimage.com/141x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/162x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/125x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/120x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/107x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/227x100.png/dddddd/000000""}]",350
351,Creative Puzzle Game,8329.19,Toys,Challenging and fun puzzle game for all ages.,used,Murchison,credit_card,t.user123,false,4/14/2023,4/9/2024,"[{""item"":""http://dummyimage.com/233x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/114x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/239x100.png/5fa2dd/ffffff""}]",351
352,Wireless Induction Charger,3006.44,Electronics,Qi-certified charger for fast wireless charging of smartphones.,used,Isabella,credit_card,name@email.com,true,7/10/2023,8/5/2020,[],352
353,Portable Jump Starter,9098.15,Automotive,Compact jump starter for emergency vehicle starts.,used,Isabella,paypal,(555) 123-9876,false,7/27/2024,2/26/2024,"[{""item"":""http://dummyimage.com/214x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/108x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/145x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/216x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/196x100.png/dddddd/000000""}]",353
354,Rechargeable Electric Toothbrush,5913.79,Health,Advanced electric toothbrush for effective cleaning.,used,City-Vista,credit_card,t.user123,false,12/8/2020,12/2/2020,"[{""item"":""http://dummyimage.com/127x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/187x100.png/ff4444/ffffff""}]",354
355,Maple Bacon Popcorn,6279.52,Food - Snacks,Savory popcorn flavored with maple syrup and bacon bits.,new,Isabella,paypal,name@email.com,false,11/11/2021,8/24/2025,[],355
356,Garden Hoses with Expandable Features,4716.12,Garden,"Lightweight, expandable hoses for easy handling.",new,Murchison,paypal,t.user123,true,7/11/2021,6/26/2024,"[{""item"":""http://dummyimage.com/228x100.png/cc0000/ffffff""}]",356
357,Coconut Bowls Set,5395.44,Kitchen,Handmade eco-friendly bowls made from real coconuts.,new,Myrtle,cash,t.user123,false,5/2/2021,10/27/2022,"[{""item"":""http://dummyimage.com/188x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/224x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/126x100.png/ff4444/ffffff""}]",357
358,Fashionable Fanny Pack,1055.17,Clothing - Accessories,"A trendy fanny pack, perfect for hands-free outings.",used,Isabella,credit_card,name@email.com,true,7/9/2025,9/22/2021,"[{""item"":""http://dummyimage.com/122x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/234x100.png/dddddd/000000""}]",358
359,Blueberry Oatmeal Cups,9551.28,Food - Breakfast,Instant oatmeal cups with blueberries for an easy breakfast.,new,City-Vista,paypal,t.user123,false,1/22/2021,10/8/2021,"[{""item"":""http://dummyimage.com/151x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/197x100.png/cc0000/ffffff""}]",359
360,Avocados,4586.95,Food - Produce,"Fresh, creamy avocados ideal for salads and guacamole.",new,Isabella,credit_card,t.user123,false,7/19/2022,12/21/2022,[],360
361,Lentil Soup,5453.67,Food - Canned Goods,"Flavorful lentil soup, perfect for a quick meal.",new,Myrtle,cash,t.user123,true,8/16/2023,11/12/2021,"[{""item"":""http://dummyimage.com/123x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/139x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/125x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/196x100.png/ff4444/ffffff""}]",361
362,Roasted Garlic Aioli,3223.8,Food - Condiments,Flavored aioli made with roasted garlic,used,Myrtle,credit_card,name@email.com,true,1/7/2020,4/20/2021,"[{""item"":""http://dummyimage.com/111x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/182x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/113x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/236x100.png/5fa2dd/ffffff""}]",362
363,Indoor Grill,1730.38,Kitchen,Electric indoor grill for quick meals.,used,City-Vista,cash,t.user123,true,1/13/2024,9/3/2024,"[{""item"":""http://dummyimage.com/174x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/246x100.png/ff4444/ffffff""}]",363
364,Wall-Mounted Spice Rack,3867.76,Kitchen,Space-saving rack to store and organize spices conveniently.,new,Myrtle,credit_card,name@email.com,true,7/4/2021,8/8/2021,[],364
365,Sustainable Wooden Toys,6620.07,Toys,Eco-friendly toys for learning and imaginative play.,used,Murchison,credit_card,name@email.com,false,4/12/2022,7/12/2024,"[{""item"":""http://dummyimage.com/153x100.png/dddddd/000000""}]",365
366,Pet Waterer with Filtration,1017.27,Pets,Automatic waterer that filters and provides fresh drinking water for pets.,used,Murchison,cash,(555) 123-9876,true,6/28/2021,10/18/2025,"[{""item"":""http://dummyimage.com/108x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/207x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/184x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/108x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/142x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/166x100.png/ff4444/ffffff""}]",366
367,High-Pressure Handheld Shower Head,1377.75,Bathroom,Shower head designed for a strong spray and complete coverage.,new,Myrtle,cash,(555) 123-9876,true,2/10/2023,5/5/2022,"[{""item"":""http://dummyimage.com/243x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/226x100.png/5fa2dd/ffffff""}]",367
368,Spicy Hummus,364.11,Food - Deli,"Creamy hummus with a kick of spice, great for dipping.",new,Isabella,cash,t.user123,true,5/10/2021,1/5/2023,"[{""item"":""http://dummyimage.com/188x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/228x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/243x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/131x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/132x100.png/cc0000/ffffff""}]",368
369,Tuscan Bean Soup,9599.58,Food - Canned Goods,A hearty mix of beans in a flavorful tomato broth.,new,Murchison,cash,name@email.com,true,7/28/2022,9/15/2025,[],369
370,Induction Cooktop,2242.33,Kitchen,Portable induction cooktop for quick heating.,used,City-Vista,credit_card,name@email.com,false,12/15/2020,9/11/2022,"[{""item"":""http://dummyimage.com/212x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/181x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/174x100.png/5fa2dd/ffffff""}]",370
371,Vegetable Lentil Soup,8132.17,Food - Canned Goods,"A hearty soup made with lentils, a variety of vegetables, and spices, ideal for a nutritious meal.",new,Myrtle,paypal,name@email.com,true,3/4/2021,4/9/2022,"[{""item"":""http://dummyimage.com/158x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/159x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/220x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/155x100.png/5fa2dd/ffffff""}]",371
372,Cheesy Broccoli Soup Mix,5226.68,Food - Soups,Just add water for a hearty cheese and broccoli soup in minutes.,used,City-Vista,credit_card,name@email.com,true,10/9/2024,9/17/2020,"[{""item"":""http://dummyimage.com/187x100.png/ff4444/ffffff""}]",372
373,Ground Cinnamon,2982.01,Food - Spices,Freshly ground cinnamon spice for baking or seasoning.,new,Myrtle,credit_card,t.user123,true,9/4/2024,1/21/2024,"[{""item"":""http://dummyimage.com/209x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/165x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/229x100.png/ff4444/ffffff""}]",373
374,Mango Chilli Sauce,795.23,Food - Condiments,A sweet and spicy sauce for dipping or glazing.,new,City-Vista,credit_card,name@email.com,true,7/3/2023,5/3/2024,"[{""item"":""http://dummyimage.com/188x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/119x100.png/5fa2dd/ffffff""}]",374
375,BBQ Sauce,4963.88,Food - Condiments,"A smoky barbecue sauce, ideal for grilling and dipping.",used,Murchison,cash,(555) 123-9876,true,3/7/2025,10/29/2022,"[{""item"":""http://dummyimage.com/152x100.png/dddddd/000000""}]",375
376,Fried Rice,7454.16,Food - Frozen Foods,"Pre-cooked vegetable fried rice, just heat and serve.",new,City-Vista,paypal,name@email.com,true,4/19/2020,2/20/2022,"[{""item"":""http://dummyimage.com/238x100.png/dddddd/000000""}]",376
377,Green Smoothie Mix,2274.97,Food - Beverages,A convenient powder mix combining greens and fruits for smoothies.,new,Murchison,paypal,name@email.com,true,6/29/2024,10/1/2023,"[{""item"":""http://dummyimage.com/171x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/161x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/146x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/154x100.png/cc0000/ffffff""}]",377
